carat,price
0.54,1866
0.54,1359
0.32,828
1.02,4238
1.1,7589
0.31,507
0.54,1453
0.4,641
0.81,1917
1.06,5655
0.71,4029
0.34,765
0.32,561
0.9,4241
1.03,4873
1,6196
1.21,5826
1.11,5384
0.69,1863
0.9,4565
2.03,12492
2.57,17116
0.51,1343
0.56,2236
0.34,775
0.31,742
0.3,878
0.7,3612
0.33,579
0.51,1851
0.31,907
0.91,5259
0.52,1238
1.23,4426
0.33,743
0.44,1001
1.09,4230
2.01,12271
1.71,9618
0.3,868
0.31,680
0.7,3105
1.79,11643
0.41,961
0.73,2919
1.03,8483
1,3752
0.44,1023
1.5,6209
0.51,2174
0.78,3923
0.72,2435
1.51,10267
1.51,13275
0.52,1446
1.23,4661
0.3,675
0.4,1125
0.91,3954
0.44,1334
0.27,799
0.72,2006
0.7,1069
2,14074
0.56,1929
0.59,2319
0.51,983
0.56,1175
1.2,7080
0.71,3212
0.53,1683
0.53,1242
1.02,8401
0.32,898
1.5,13720
0.27,586
1.07,6793
0.31,698
0.4,1080
1.04,4659
0.51,1090
0.8,2978
0.3,652
1.01,5882
0.9,3992
1.02,4404
1.28,5290
0.71,2274
0.35,504
0.42,1310
1.01,4129
1.06,5293
1.04,6177
0.42,1087
1.01,6606
0.4,765
1.22,4509
0.7,3204
0.55,1719
0.38,933
0.41,1061
1.52,10623
4.5,18531
2.01,14444
1.02,4766
1.01,2291
0.73,2519
0.3,838
0.51,1642
1.51,7723
0.33,743
0.43,792
0.31,446
0.35,945
0.7,2312
0.45,1178
0.7,2414
0.42,1040
0.73,2630
1.43,8809
1.51,11540
0.7,2548
0.37,681
0.3,729
0.32,461
0.4,1125
0.24,378
0.3,675
0.9,3387
1.87,11037
1.22,5807
0.58,1719
0.9,3160
0.51,1638
1.13,4940
0.7,2803
0.72,2728
0.56,2741
0.44,891
1.2,3696
0.71,2141
0.32,461
1.16,10241
1.15,3510
0.92,3345
1.31,8922
0.91,4205
2.02,12267
1,6435
0.54,1259
1.03,7251
0.41,889
1.05,7762
1.07,6587
0.23,447
0.5,1181
0.57,1214
0.75,3879
1.32,6830
1.01,5006
0.7,2288
0.3,684
0.51,1656
0.73,2496
0.56,1889
0.41,1115
0.73,3525
1.04,6955
0.7,2445
0.34,530
0.9,3459
0.34,1014
0.91,3290
0.31,891
1.09,4682
1.23,5030
1.03,5037
1.23,6750
1.17,4914
1.09,5588
1.02,5369
1.27,5249
0.31,789
1.05,6604
0.4,882
1.02,5287
1.52,8674
1.12,3794
0.7,2818
1.01,3959
1.5,15508
1.01,5812
0.26,397
1.55,12373
1.01,8286
0.72,3139
1.2,5551
2.08,12637
0.41,1007
0.7,2117
0.38,921
1.25,6066
0.55,1986
1.51,8598
1.01,3818
1.5,9954
0.31,660
1.7,17219
0.3,1120
1.51,13194
0.7,2536
2,15092
0.25,576
1.03,5356
0.43,1048
0.38,1159
1,4138
0.9,4385
1,5488
1,4538
0.78,3012
0.31,601
0.31,687
0.43,1167
0.33,854
1.21,12375
0.31,593
0.33,579
1.28,5759
0.56,1441
0.37,833
0.9,4304
2.13,16062
0.41,775
1.2,2622
0.52,1141
1.79,13908
0.46,807
2,14323
0.73,2330
0.72,2646
1.01,4989
0.34,944
1.5,17153
1.55,10960
1.45,6980
0.97,2567
1,5320
0.54,1637
0.74,3888
0.9,4278
1.53,8034
1.52,9781
0.33,957
1.01,5864
1.01,4384
1.13,6563
0.92,4183
1.01,5184
1.21,7134
1.01,6773
0.41,788
0.59,1816
0.91,2763
1.51,14507
0.41,1107
0.8,2728
0.4,982
1.26,6186
1.11,4662
0.73,3471
0.41,876
0.91,3379
1.06,7589
0.4,1254
2.37,16021
0.44,1274
1.09,5570
0.83,2133
0.31,692
0.41,1243
0.6,2527
0.7,1843
0.81,1687
1.07,4314
1,9918
1.01,7017
0.32,756
0.72,3493
0.72,1674
1.54,14103
0.3,450
0.41,912
0.39,895
0.3,587
0.39,1123
0.37,876
0.3,542
0.58,2041
1.02,6306
1.06,3672
0.32,561
0.31,802
0.4,1050
2.66,18495
0.4,765
0.32,612
1.75,11609
0.35,827
1.22,5063
0.26,453
0.59,2000
0.7,2348
1.54,13733
0.3,675
0.37,876
2.29,18068
0.32,389
0.62,1808
0.55,1996
0.7,2628
0.56,1343
0.7,2975
0.9,4092
0.7,3165
2.06,15691
0.3,552
0.71,3333
0.91,4453
0.57,1433
0.32,944
1.5,11442
0.5,1154
2.04,16616
0.32,1002
1.5,8518
0.72,3093
0.74,2987
0.72,3133
0.3,863
0.3,956
0.33,1240
1.52,8852
0.3,957
1,6664
1.01,3190
0.32,706
0.51,1406
1.3,12932
0.52,1600
0.34,612
1.01,6159
0.71,3299
1.13,7815
0.7,1973
0.4,624
2.2,7934
0.5,1893
0.91,3282
0.45,706
1.01,3501
0.71,2863
0.44,990
0.4,737
0.9,3881
0.71,1932
1.5,14918
1.04,3762
1.14,5075
1.28,11372
0.56,2724
0.33,666
0.7,2444
0.41,1024
0.43,1093
0.51,2527
0.3,844
0.31,734
0.3,850
0.74,2609
1.2,2376
0.4,1056
0.24,442
0.51,1687
0.71,2770
2.05,16819
0.46,1834
1,4295
0.4,1017
0.51,1438
1.23,6199
0.7,1896
0.71,1960
0.7,1918
0.58,2668
1.23,11040
0.7,2473
0.33,668
0.34,537
2.01,17849
0.25,740
1.17,5595
0.54,1715
0.3,694
1.21,6505
1.11,4102
0.72,2838
0.31,734
0.38,710
0.41,961
1.07,5752
0.55,2632
0.42,898
0.33,723
1,6328
0.43,929
1.01,3733
1.01,3768
0.31,625
1.61,11192
0.41,683
0.79,2712
0.71,2428
1.58,13037
1.3,5832
0.31,544
0.29,669
0.32,758
1.02,6569
0.71,2522
1.08,5791
1.21,5865
1.06,3515
0.4,772
0.36,851
0.31,698
0.35,598
0.43,1008
0.9,3267
1,5571
1.55,10937
1.5,9909
0.31,872
1.22,9581
0.3,526
0.53,1113
0.4,633
0.51,1359
0.52,2296
0.71,2198
0.76,3497
1.01,5174
1,4200
0.52,1429
0.7,2401
1.5,10567
0.3,776
0.91,3998
0.5,1238
1.07,5240
1.05,7667
0.59,1257
0.59,1664
1.02,11116
0.32,954
0.62,2861
0.51,1574
1,4620
0.7,2048
0.51,1329
1.15,4959
0.9,4662
0.31,1046
0.39,1124
0.45,1063
1.39,6628
0.56,1580
0.35,906
1.05,5166
2.25,6653
2.12,16992
1.15,4437
1.21,4147
0.7,2536
0.75,3024
0.61,1904
0.53,1754
0.33,608
0.7,2330
0.53,2046
0.32,628
0.61,1904
0.4,918
0.54,2113
0.45,680
1.27,7031
0.33,666
0.7,3278
0.32,648
0.4,975
0.9,4963
0.37,833
0.53,2051
0.35,798
0.54,1260
0.51,1188
1.51,10186
2.03,15291
0.55,1715
1.35,6048
0.7,2596
2.08,17916
0.33,946
0.31,942
1.09,10333
0.38,983
0.9,4460
1.2,6588
0.5,1436
0.42,1142
0.77,2586
1.02,8244
0.41,863
0.7,2850
1,6720
0.9,3919
0.34,596
2.05,14111
1.18,9886
2.01,16064
1.26,6435
0.4,975
0.55,1755
1.33,5996
1.33,10732
1.01,5132
1.11,6090
0.72,2831
0.33,434
0.55,1667
0.58,1879
0.8,3429
1.01,4016
0.51,2369
1.51,12551
0.71,2918
0.25,633
1.57,12809
1.29,6300
0.74,2327
1,5413
0.7,3312
0.55,2022
0.41,1007
0.71,3217
0.4,1123
1,5500
1.16,5314
0.95,2815
0.3,737
1.21,7246
0.73,3620
1.65,7903
1.01,5999
0.25,558
1.09,3418
0.72,3689
0.72,3478
0.3,718
0.41,1367
0.37,997
0.31,802
0.72,2688
0.59,1834
2.01,15729
1,4579
0.32,918
0.33,781
1.01,5666
0.76,2692
0.74,3831
1.01,3499
1.07,5033
1.6,13853
0.36,1210
1.01,4355
1.07,3415
0.3,605
0.31,891
1.71,14190
1.11,9734
2.13,15454
1.38,4598
0.7,2352
1.21,9003
0.54,1944
0.61,3248
0.7,1675
2.01,13400
1.01,5068
0.3,979
0.41,705
0.35,748
2.01,14792
1.06,7790
1.05,4608
0.34,574
1.02,8616
1.01,5701
0.51,1569
0.41,1107
0.72,2352
1.2,7920
1.24,4737
0.24,492
0.32,505
0.54,1962
0.57,1847
0.3,830
0.32,736
1.03,4752
1.01,4011
0.31,421
1.17,9934
0.5,1420
0.31,1046
0.35,706
0.31,846
0.51,1243
1.32,5513
0.45,1154
1.5,4939
0.91,4939
0.43,871
2,9435
1.22,5226
0.92,3400
0.34,1052
1.2,10846
0.38,778
0.41,683
0.87,2999
1.22,8213
0.32,758
0.36,631
0.43,1056
0.91,4041
0.91,4067
0.27,603
0.41,1085
1.17,4826
1.05,5821
0.5,1676
0.4,1441
1.5,9697
1.07,4422
1.51,9336
0.62,1297
0.73,2258
1.25,10441
1.01,5950
1.57,11272
1.52,9483
1.03,5105
2.01,12985
0.41,876
0.32,648
1.1,4897
0.78,3334
0.5,1806
1.5,9660
1.09,4640
1,7762
0.31,558
0.41,1399
1.03,4800
1.52,12477
1.01,4299
1.24,6111
0.28,462
1.09,3968
1.01,5759
0.32,561
1.52,15239
0.33,609
0.71,3464
1.22,6456
0.4,1080
0.41,638
0.29,677
0.7,2034
0.71,1740
1.25,5947
0.34,821
0.3,684
0.51,1000
0.38,898
0.7,2669
1.07,5424
0.58,1984
0.91,4179
1.08,5821
2.01,17474
1.01,5345
0.5,1922
1.01,6027
0.52,1250
0.71,2352
1,6397
0.5,1623
1.09,5258
1.22,6153
1,4788
0.55,2629
0.26,337
0.3,675
0.35,522
0.53,1156
0.57,2290
0.57,1906
1.24,8799
0.85,3392
0.52,2251
0.51,2579
2.02,16192
2.14,13205
0.33,752
0.44,1294
0.39,1092
0.3,709
1,4656
0.32,781
0.7,2268
0.55,1735
0.83,3195
0.81,2474
0.41,1007
1.57,9298
0.34,447
0.26,456
0.3,662
0.71,2387
1.01,6999
0.71,3516
0.72,2109
1.5,14199
1.52,10308
0.27,620
0.73,2523
0.8,2939
0.71,2376
1.04,6606
1.78,8889
0.52,1665
1.1,4312
1.63,10901
0.61,3008
0.5,1917
0.7,1066
0.32,936
0.53,2290
2.02,17153
0.9,4593
1.02,5301
1.01,4468
1.09,5935
1.22,6419
0.34,765
0.4,1017
0.34,596
2.04,17379
2.08,12454
0.31,734
0.32,756
0.9,3649
1.22,5368
0.9,3780
0.32,561
0.94,3869
0.59,2611
1.01,6998
1.51,14375
0.32,702
1.22,7923
0.31,907
0.3,895
1.15,4483
0.32,648
0.32,480
0.2,367
0.33,854
1.51,7553
0.42,1008
0.9,4386
0.7,2947
0.25,575
0.63,3675
0.59,1300
1.51,6851
0.53,2275
0.76,2942
0.26,482
0.31,734
0.31,507
0.3,911
1.13,4307
0.32,972
1.21,3862
1.04,6766
0.73,2101
1.14,4615
0.91,3893
0.7,2307
1.72,10749
1.04,3603
1.24,11234
1,4808
1.01,4072
1.7,11924
0.32,477
0.5,2889
1.01,7727
0.35,849
1.51,7292
0.3,789
0.7,2749
0.38,832
0.5,1436
0.56,1399
0.31,849
1.06,13344
0.51,1882
1.72,12451
0.25,407
0.32,672
0.33,743
2.05,17138
0.3,658
0.9,3733
0.81,2735
2.37,16937
1.07,3296
1,9867
0.33,694
1.73,9165
0.71,2739
1.5,14386
1.01,4375
1.52,11168
0.32,648
0.7,3185
1.2,7877
0.31,582
0.7,2575
0.9,5331
0.33,521
1.54,7287
0.53,1956
0.71,2823
1.5,8662
1.52,14915
0.75,2811
1.52,8366
0.4,1088
0.93,3766
0.91,3388
0.91,3082
1.24,5412
1.22,7418
0.51,2223
0.57,1058
0.32,645
0.51,1284
0.34,477
1.01,5119
0.28,492
0.33,946
1.02,5084
0.9,3338
0.31,740
1,5723
0.31,743
1.15,3220
0.59,1652
0.49,1738
0.82,3798
1.25,10983
0.38,648
1.14,5096
0.72,2295
0.91,3993
0.52,1822
0.27,566
1.03,5147
0.39,1290
0.34,477
0.9,4463
0.42,700
0.37,473
1.01,3852
0.96,2454
1.5,7392
1.15,6041
1.3,9242
0.38,700
0.41,969
1.7,18718
0.34,805
1,3472
0.36,1094
0.5,1752
0.7,2319
0.24,552
0.54,2333
0.5,1608
0.33,463
0.3,465
1.51,11739
0.26,381
0.3,766
1.02,4478
1.01,4263
0.61,1303
0.33,1062
0.32,645
0.51,1406
0.9,3288
1.52,8194
1.01,4559
2.01,12105
0.68,2224
0.51,1599
0.51,1781
0.5,1250
1.14,5008
2.04,14888
0.76,2706
0.71,2441
0.45,1297
0.78,1846
0.33,1002
1.52,10641
1.75,14033
0.64,2870
0.38,833
0.39,988
1.22,6343
1.01,6533
0.34,863
0.41,1295
0.57,2202
0.32,505
0.38,1026
1,5331
0.74,2780
1.17,6324
0.31,942
0.34,946
0.7,2176
0.43,1169
1,4260
1.35,7619
0.44,1253
1.03,4008
0.55,1881
0.92,3864
1.03,6214
1.41,11347
0.51,984
0.4,882
1.2,5975
0.53,1263
0.34,880
0.51,2063
0.5,1048
0.36,1137
1.03,9598
0.31,864
1.13,7151
0.31,802
1.5,7459
1.53,9322
1,3584
1.12,3700
0.85,2244
0.35,767
0.35,614
0.35,545
1.2,5376
0.6,1613
0.5,1395
0.3,479
0.75,2496
0.52,1689
0.5,1887
1.5,5268
0.4,1125
1.2,5592
1.01,4690
1.03,6479
0.75,2829
0.61,1785
1.12,8063
0.71,2360
0.8,2941
0.57,1726
0.34,787
0.9,4136
0.53,2407
0.31,789
0.95,5101
1.02,4884
2.01,16626
1.01,5616
1.05,7276
0.43,792
0.3,945
0.4,945
0.31,942
0.59,2172
0.3,995
0.74,2369
0.5,1892
1.33,6405
1.24,3908
0.7,2409
1.29,5068
1.07,4602
0.31,698
0.71,3167
1.31,5876
0.3,605
1.24,15026
1,3833
0.31,642
0.41,1057
0.71,2088
0.71,2930
1.58,10934
0.4,1125
0.71,2743
0.73,2057
1,7528
1.5,16988
0.34,1033
1.01,6066
0.73,2559
0.7,2011
0.3,438
0.7,2141
1.5,7211
1.03,6543
1,4541
1.03,5024
0.34,1133
1.1,5347
0.52,1689
1.09,10111
0.32,702
1.5,15584
0.71,2450
0.48,1005
1,6013
0.27,622
1.59,10963
0.3,814
1.02,4819
1.7,18398
0.32,828
0.26,564
1.56,17108
1.23,11534
1.06,7345
0.32,936
0.81,2585
0.62,2062
0.83,3365
1.06,5942
0.4,662
0.83,3322
0.3,709
1.12,3723
0.31,977
1.02,6238
2.03,16787
0.71,2598
2.01,16881
0.56,2010
0.24,526
0.91,3910
0.27,586
0.4,687
0.45,1297
0.33,854
0.32,645
1.02,4162
1.53,10339
0.32,561
1.28,12100
0.32,450
0.74,2574
0.31,544
1.07,5748
2,12210
0.7,2351
1.11,8006
0.43,754
0.35,829
0.24,485
0.31,864
1.79,10108
0.29,607
0.79,3073
0.4,741
0.59,1641
1.87,11105
1.22,5502
0.32,720
0.71,3880
1.13,7404
0.51,1807
2.12,15097
0.6,2856
0.28,536
0.26,724
0.24,608
0.38,838
0.51,1697
0.54,1133
0.32,706
0.3,844
0.4,1351
0.93,5729
1.97,17377
0.52,1694
0.95,4738
1.02,4284
0.9,3407
0.31,625
1.53,15466
1.2,5601
0.7,2800
1.26,8110
0.36,651
1,3584
0.32,442
0.31,424
0.29,607
0.4,1053
0.52,2255
0.34,626
0.5,2889
0.51,996
0.61,1437
0.73,2327
1.23,7881
0.4,868
0.5,1337
0.31,754
1.12,4139
1.32,12094
0.31,571
0.3,1013
0.45,825
1.69,13872
0.33,480
0.53,1712
2.34,8491
0.31,593
0.3,622
0.4,707
2.01,18625
1.01,6666
0.3,943
0.82,3113
1.57,11523
0.41,827
1.06,8726
2.01,8104
0.47,2460
0.83,2720
1,5227
1.51,10497
0.51,1375
0.5,2211
1.02,4227
0.7,2828
0.7,2812
0.32,720
1.02,4368
1.1,4071
1.17,10115
1.16,5001
0.78,2440
1.51,7695
1.07,5661
0.92,3679
0.98,2064
1.01,10696
0.34,540
0.32,814
2.02,15765
1.02,3987
1.04,3261
0.39,1097
0.31,698
1.05,5494
2.1,13930
0.3,608
3.01,8040
1,4426
2.01,12338
0.71,2863
1.71,8848
0.32,612
0.72,1922
1.62,9526
0.25,548
1.51,6816
0.34,775
0.7,2234
1.62,11180
0.32,730
2.01,17334
1.12,7761
0.32,730
0.7,2889
0.54,1662
0.31,732
1.01,4181
1.5,15102
1.71,9116
1.03,4611
0.31,446
0.39,787
1.03,6229
1.01,9972
1.08,6532
1.03,4764
1.28,4679
1.01,6221
0.31,938
1.51,11435
0.51,1377
0.91,3579
0.35,788
0.78,3800
0.38,898
0.71,2797
1.12,7589
0.33,693
1.1,4539
0.53,1920
0.4,690
0.52,1720
1.02,4238
0.31,501
1,5521
0.38,700
1.02,4255
0.55,1448
0.9,3950
0.59,1652
0.9,3401
0.41,990
0.83,3774
1.07,5453
0.91,3963
0.73,2431
1.51,7557
0.76,2682
0.76,3732
2.01,16231
1.21,6710
1.74,4677
0.39,794
0.41,651
0.43,1016
0.32,672
0.34,917
1.5,15584
1.51,8287
0.71,3009
1.7,10935
0.72,2420
1.03,4764
2.5,14194
1.31,3697
1.21,5387
0.56,1050
0.7,2569
0.31,507
1.08,4414
1.22,5405
0.34,995
1.51,14542
0.31,816
2.01,15919
0.33,723
0.86,3228
0.33,579
0.36,473
0.41,920
0.5,1950
1.21,9541
1.53,11406
0.3,389
0.41,899
0.32,374
0.43,1113
1,6720
0.32,449
0.35,1247
0.34,566
0.38,703
0.3,837
0.36,1163
1.1,4725
0.34,1033
0.36,1080
0.9,3750
1.03,5087
0.31,625
0.32,612
0.7,2562
0.71,2756
1.03,4586
1.01,5233
0.9,4770
0.74,2366
0.78,2723
0.26,453
0.28,642
0.51,1836
0.42,737
0.71,3465
0.41,1061
0.31,837
0.71,2530
1,5880
0.91,5535
0.91,3425
1.02,4746
1.2,8334
0.41,866
0.5,2243
1.5,8190
0.34,1211
0.7,2240
1.31,7189
0.37,681
0.39,866
2,17710
0.72,3478
0.5,1316
1,4086
0.78,2348
0.33,445
1.03,6299
0.42,1082
1.5,4022
0.31,698
2,10685
1,5292
1.73,13102
0.91,3006
1.69,6320
0.31,757
1.23,5641
1.34,8079
0.56,1270
2.28,14220
1.04,15671
0.31,625
0.31,571
0.32,828
0.33,1028
1.51,10020
0.36,538
1.24,8693
1.2,4906
1.06,3146
1.01,5271
1.52,16916
0.42,1625
0.54,1154
0.35,767
1.65,12225
0.81,3397
0.34,698
1.37,5063
1.51,13686
1.5,8371
0.79,2862
0.7,1808
0.97,2856
2.07,16337
0.27,500
0.9,4062
1.35,5759
1.5,14304
0.31,446
0.36,1094
0.71,2231
0.36,729
0.5,1843
1.54,15316
1.01,4191
0.84,4205
1.5,9900
1.14,6346
1.02,2872
2.09,18559
1.13,4707
0.32,661
0.81,2608
0.71,2202
0.7,2513
2.04,14775
1.5,14386
1.02,4167
1.01,6221
0.92,3146
0.34,650
0.34,995
0.32,720
0.3,844
0.41,1367
0.3,844
0.34,596
1,5702
1.21,11395
0.6,1125
0.61,1812
0.33,781
0.63,3832
2.26,13095
0.43,863
0.37,957
1.02,4798
0.31,942
1.63,13211
0.3,675
1.5,11255
0.31,687
0.34,612
1.02,4291
0.41,787
1,5500
0.32,1080
1.21,4440
1.24,3312
0.55,1224
0.37,876
0.5,1806
0.41,1015
0.5,1939
1.68,11781
0.71,2327
0.75,2278
2.07,14935
0.73,2107
0.36,894
0.74,2459
0.52,1675
0.27,490
2.14,15913
0.64,2238
0.6,2079
2.75,13156
0.32,619
0.35,829
1.07,4194
0.43,1008
1.52,12283
0.33,594
1.51,10628
0.5,1736
1.11,8528
0.51,1574
0.3,624
0.71,2354
1.02,5803
1.53,10830
1.5,10725
0.92,3986
0.59,1717
1.32,7059
0.41,876
1.24,5889
0.99,4075
0.58,1876
0.53,1813
0.72,3124
1.03,4095
0.31,801
1.11,7371
1.2,8870
0.52,1577
0.32,561
0.71,2319
0.38,886
1.04,2801
1.2,4032
1.09,4981
0.3,552
0.8,2867
0.33,806
1.23,10445
1.09,5022
0.58,2192
0.48,2154
1.54,7304
0.3,491
1.23,15878
0.82,2175
0.7,4439
2.4,17039
0.41,961
0.7,2948
2.08,12883
0.4,919
1.2,6397
0.55,1819
0.32,421
0.25,575
1.52,12823
0.56,1963
0.42,803
0.4,868
0.41,1015
0.34,751
0.75,3170
0.7,2573
1.02,6732
0.72,2318
0.72,2050
0.3,552
1.01,3981
0.35,967
0.37,811
0.3,394
0.3,844
1.39,7986
1.03,10049
0.37,746
0.7,2400
2.01,12392
1.03,5791
1.01,5632
0.32,660
1.5,9157
1.01,5555
0.42,1103
0.24,449
0.31,533
0.52,1197
0.4,597
1.01,5430
1.2,8990
0.92,3170
1,5622
0.91,3210
1.7,12737
0.7,2595
0.71,2606
0.71,2006
0.32,842
0.35,1063
1.52,12418
1.5,8780
0.5,1395
0.31,698
0.39,958
1,5851
0.9,3780
0.31,663
1,4419
0.34,689
1.07,7273
1,3998
0.43,1304
0.45,1263
0.55,1905
1,3801
0.72,2333
0.9,3176
0.32,576
0.39,1024
0.54,1637
1.33,7171
1.5,9035
1,4077
0.7,3725
0.37,839
0.38,904
0.56,1882
0.31,802
0.34,863
1.51,9539
0.83,4030
0.38,768
0.5,1240
0.71,2686
0.71,2123
1.01,4575
1.01,6335
0.3,447
0.7,2838
0.3,586
0.42,942
0.5,1286
0.32,599
0.34,714
1.11,5433
0.3,776
0.33,723
0.31,435
0.31,523
1.13,4113
0.3,680
0.74,2715
1,6050
1.55,9044
2.09,18640
0.6,1746
0.37,649
0.9,4871
0.72,2300
0.5,1101
0.3,862
0.3,1013
0.53,1140
0.4,951
0.52,2205
0.24,419
0.9,3387
1.53,7797
0.4,720
0.64,2587
0.7,2479
1.18,5088
1.21,7279
2,10640
0.26,482
0.23,530
0.42,722
0.9,3803
2.01,17014
0.73,2337
0.57,2339
1,6272
1.07,3775
0.96,4301
0.31,1074
0.33,1052
0.7,1995
1.53,9315
0.43,774
0.71,2368
0.7,2826
0.32,926
1.22,5714
1.11,6713
1.25,6783
0.58,1342
0.7,2314
0.5,1077
0.33,608
0.51,1444
0.31,789
0.33,724
1.05,4241
1.01,6159
0.24,608
1,3685
1.02,4353
0.57,1732
0.34,765
0.76,2148
1.01,6649
0.57,2095
1.01,7422
0.4,1200
0.3,844
0.83,3506
0.31,804
0.31,698
0.5,584
0.3,552
0.72,3151
1.24,6850
0.43,1207
1.19,3732
0.62,1841
0.53,1704
0.31,789
0.92,3536
0.34,880
0.24,678
0.56,1698
2.09,18392
0.52,1206
0.5,1415
0.34,880
0.9,4600
1,4295
1.09,4349
1.01,7188
0.41,791
0.8,3774
0.55,1228
1.02,5686
1.41,8030
0.31,802
0.81,2297
0.31,802
0.51,1129
2.03,17752
0.81,3109
1.01,4072
0.35,706
0.42,847
0.32,505
0.44,990
1.24,8719
0.35,644
0.3,652
0.34,1109
0.42,882
0.3,605
0.4,982
1.06,4096
0.3,776
0.51,1781
1.08,4455
0.42,1042
1.01,4909
0.61,1877
0.38,633
0.41,1107
0.3,848
0.42,910
1.17,4631
0.9,2732
1.05,5821
0.39,798
1.33,5832
0.33,668
1.01,5077
0.53,1412
0.3,776
1.3,11175
1.56,11039
0.5,895
2.06,5203
0.3,710
0.42,810
0.59,1561
0.57,2206
1,3763
1.07,5103
2.09,10042
1.5,9281
1.07,7286
0.9,4324
0.35,788
0.41,870
1.53,15619
0.77,3018
1.1,4620
1.23,5217
0.71,3773
0.4,622
0.39,951
1.01,6108
0.31,687
0.7,2150
1.51,14165
0.33,741
0.38,853
0.9,3946
1.51,8836
1,3472
0.93,4140
1,6400
0.7,2394
1,6899
0.53,1818
0.61,1548
0.4,1206
1.26,6085
0.41,971
0.43,1329
0.51,1403
1.01,6504
0.31,766
1.26,6350
0.5,2579
0.31,489
1.09,7055
0.41,863
1.71,10534
1.06,13588
1.01,4208
0.7,1138
1.05,8537
1.02,4113
0.72,3795
1.5,8936
0.71,2743
0.3,658
0.79,3053
0.59,1743
0.56,1094
1.2,5278
0.52,1111
0.51,988
0.52,1249
0.31,734
0.31,891
0.31,565
0.32,613
1.51,7418
0.3,709
0.38,1193
0.71,3674
0.93,4304
1.03,7511
0.7,1878
1.25,5197
0.31,1046
0.39,734
0.44,1155
1.71,16813
0.31,457
0.35,798
0.31,489
0.32,730
0.24,461
1.62,10521
0.31,749
0.97,4481
0.35,669
0.51,1343
0.33,838
0.91,3632
0.54,1154
0.53,1958
0.67,3271
1.5,12069
2.06,16857
1.02,4233
0.28,429
0.75,3551
0.39,790
0.79,3107
0.37,960
0.72,3048
0.4,579
0.31,558
0.73,2919
0.33,792
1.25,9009
1.21,5948
0.7,5539
0.53,1122
2.1,13340
0.71,2238
0.6,1866
1.5,9814
0.31,802
0.3,663
0.36,1028
0.4,905
0.34,574
0.43,765
1.15,5296
0.3,407
0.52,1121
1.11,7326
0.82,2867
0.62,1777
0.3,826
0.38,933
1.01,8752
0.39,936
1.25,7573
1.01,8525
1.11,5750
0.8,4304
0.7,2789
0.29,592
1.71,8540
1.25,8226
0.38,1333
0.34,805
0.7,2657
0.72,1579
0.93,4511
0.77,4037
1.1,7272
0.38,500
1.59,13298
1.01,3563
1.02,4044
1.6,9017
0.7,3618
2.65,16314
0.3,776
2,9999
0.52,1847
1.01,4468
1.08,4544
0.35,472
1.75,14359
1.57,9416
0.4,1088
1,7979
0.63,2962
0.31,618
0.59,1556
0.56,2281
2.11,12771
0.71,3612
1.62,14400
0.51,1757
0.72,2396
0.52,1586
0.89,4003
1.78,10765
0.73,2455
1.31,6236
1.01,4326
0.4,1323
0.3,710
1.21,4754
1.07,4943
0.32,645
0.55,2120
0.72,2594
0.77,2598
0.92,4183
0.91,4054
0.41,1007
0.4,963
1.01,4549
0.51,1619
1.05,6837
0.4,1125
0.45,1377
0.24,419
1.03,4218
0.33,614
1.01,4672
0.7,1814
0.35,494
0.27,622
0.91,2863
0.43,852
0.73,2054
1.35,4560
1.51,7864
1.02,7657
1.5,8669
2.06,16235
1.53,10827
0.28,642
0.32,393
0.39,1009
0.7,2184
1.19,4558
0.34,1084
0.41,827
0.51,1619
0.3,658
0.32,561
0.53,1363
1.16,5554
0.81,2482
1.01,4832
0.3,878
0.33,891
0.73,3135
0.93,3812
0.32,684
0.73,2504
0.78,2646
1.31,5429
1.53,10602
0.41,1115
1.54,6640
0.53,1631
1.4,7357
0.95,4150
1,2912
0.55,1636
0.92,4158
0.79,2958
0.55,1890
0.46,807
0.74,3388
0.38,874
0.7,2010
1.23,11182
0.41,1153
1.02,8818
0.51,2041
1.5,10584
1.52,12431
0.42,771
0.7,2657
1.7,7730
0.41,827
0.7,2268
0.73,2939
1.01,5882
1.2,4580
1.01,5309
0.26,599
1.25,6084
0.42,971
0.41,703
0.83,2613
0.33,579
1.05,5468
1.26,5058
1.43,6086
1.04,4125
0.3,844
1.6,7550
1.5,6306
0.9,3139
0.7,2343
0.48,1199
0.32,612
0.32,589
1.18,4229
0.28,646
0.33,854
0.34,765
0.72,2112
1.54,7707
0.33,554
1.13,6670
1.16,5793
0.5,1348
0.41,600
0.56,1394
1.05,5342
0.33,681
1.21,4816
0.32,645
1.25,6352
2.01,15841
0.7,2293
1.71,11873
1.04,5105
1.34,7630
1.01,8029
1.2,4611
0.25,558
1.52,7491
0.42,1108
0.56,1864
0.9,4007
0.73,3200
0.57,1949
1,7567
1.22,6401
0.7,2600
1.02,7351
1,4372
0.65,2009
0.72,2939
0.82,3050
0.32,936
0.9,1939
0.35,676
1.5,10428
0.7,2352
0.42,1031
0.7,2362
1.01,5855
0.34,795
0.3,464
0.32,421
0.36,851
0.32,926
1.75,12238
0.3,1097
1.04,4435
0.29,647
0.7,2623
1,4469
0.9,4637
1.51,13334
0.41,1061
1.55,9600
0.96,3419
0.34,790
